ダウンロードした時刻：2024/11/27 12:10:13

,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形
2021/10/7,25.5,11.0,0,1,0,1,0,1,8.1,0,1.3,晴一時曇,晴時々曇
2021/10/8,24.2,16.7,0.0,0,0,1,0,1,0.0,0,2.4,曇一時雨,雨時々曇
2021/10/9,24.3,16.1,2.5,0,0,1,0,1,6.3,0,2.2,曇一時雨後晴,晴時々曇
2021/10/10,27.8,14.5,0.0,0,0,1,0,1,8.7,0,1.3,曇一時雨後晴,晴
2021/10/11,27.2,15.5,0.0,0,0,1,0,1,1.7,0,2.1,曇時々晴一時雨,雨時々曇
2021/10/12,17.0,14.0,16.0,0,0,1,0,1,0.0,0,1.1,雨後時々曇,雨時々曇
2021/10/13,17.6,13.4,7.0,0,0,1,0,1,0.0,0,1.5,曇時々雨,曇
2021/10/14,23.3,12.4,0,1,0,1,0,1,9.1,0,1.2,晴,晴
2021/10/15,24.5,11.3,0.0,0,0,1,0,1,5.3,0,1.7,晴一時雨後曇,雨時々曇
2021/10/16,15.2,13.3,15.0,0,0,1,0,1,0.0,0,1.1,曇時々雨,雨
2021/10/17,14.1,5.9,2.5,0,0,1,0,1,0.5,0,2.5,雨後曇時々晴,晴後時々曇一時雨
2021/10/18,15.9,4.6,0.0,0,0,1,0,1,6.2,0,1.6,晴一時雨後曇,曇時々晴
2021/10/19,17.4,6.8,1.5,0,0,1,0,1,4.4,0,1.0,曇時々晴,曇後雨時々晴
2021/10/20,15.8,9.5,5.5,0,0,1,0,1,1.8,0,3.1,雨時々曇,晴時々雨
2021/10/21,15.9,5.9,0.5,0,0,1,0,1,7.4,0,2.2,晴時々雨後曇,晴一時雨後曇
2021/10/22,15.3,5.5,0,1,0,1,0,1,4.7,0,1.3,曇時々晴,曇時々晴後雨
2021/10/23,12.3,7.4,6.0,0,0,1,0,1,2.4,0,2.0,雨後曇時々晴,曇一時雨後晴
2021/10/24,18.4,5.1,0.0,0,0,1,0,1,7.1,0,1.7,晴一時雨後曇,晴
2021/10/25,14.4,4.6,0,1,0,1,0,1,2.3,0,0.9,曇時々晴、霧を伴う,曇後時々雨
2021/10/26,13.9,8.4,10.5,0,0,1,0,1,0.5,0,1.2,雨後一時曇,晴後霧一時曇
2021/10/27,15.9,7.5,0.0,0,0,1,0,1,1.6,0,1.1,曇、霧を伴う,曇後晴時々雨一時霧
2021/10/28,18.5,7.6,1.5,0,0,1,0,1,2.8,0,1.8,曇時々晴一時雨,雨後晴時々曇
2021/10/29,16.0,6.5,0.0,0,0,1,0,1,5.8,0,1.5,曇一時雨後晴,晴後一時曇
2021/10/30,17.6,5.4,0,1,0,1,0,1,8.8,0,1.0,晴時々曇,曇時々晴
2021/10/31,17.3,6.6,0,1,0,1,0,1,4.0,0,0.9,曇時々晴,晴一時曇、霧を伴う
2021/11/1,17.7,7.4,10.5,0,0,1,0,1,4.1,0,1.1,曇時々晴、霧を伴う,曇時々雨
2021/11/2,19.3,9.0,1.5,0,0,1,0,1,2.9,0,1.5,曇時々晴一時雨,晴後一時霧
2021/11/3,17.6,7.7,0.0,0,0,1,0,1,5.4,0,1.6,晴時々曇一時雨、霧を伴う,曇一時雨後晴
2021/11/4,16.7,7.3,0.0,0,0,1,0,1,4.9,0,1.4,晴一時雨後曇,曇後晴一時雨
2021/11/5,16.1,6.4,0.0,0,0,1,0,1,4.5,0,1.2,曇後晴一時雨,晴
2021/11/6,15.5,4.2,0,1,0,1,0,1,5.8,0,1.0,霧時々曇後晴,晴、霧を伴う
2021/11/7,15.7,4.7,0,1,0,1,0,1,5.8,0,0.9,霧一時曇後晴,晴
2021/11/8,19.1,4.7,0.0,0,0,1,0,1,5.5,0,1.9,晴後曇一時雨,雨時々晴後曇
2021/11/9,16.8,12.5,14.5,0,0,1,0,1,0.0,0,1.3,雨時々曇,雨時々曇
2021/11/10,15.0,10.0,0.0,0,0,1,0,1,1.1,0,3.1,曇後雨時々晴,晴時々雨
2021/11/11,13.8,7.7,3.5,0,0,1,0,1,1.0,0,2.8,雨時々曇,曇時々雨一時晴
2021/11/12,13.9,8.1,0.0,0,0,1,0,1,4.6,0,3.7,晴時々雨一時曇,晴後一時雨
2021/11/13,14.6,5.2,0.0,0,0,1,0,1,5.5,0,2.8,曇一時雨後晴,晴
2021/11/14,16.9,3.5,0.0,0,0,1,0,1,7.6,0,1.8,晴時々曇,雨時々曇後晴
2021/11/15,15.5,7.6,1.5,0,0,1,0,1,0.9,0,1.8,雨後曇一時晴,曇時々晴一時雨
2021/11/16,14.8,5.4,0.0,0,0,1,0,1,4.0,0,1.5,曇一時雨後晴,晴時々曇
2021/11/17,14.7,3.2,0.0,0,0,1,0,1,6.5,0,1.6,晴時々雨一時曇,晴後一時曇
2021/11/18,13.2,2.9,0,1,0,1,0,1,4.0,0,1.0,曇時々晴,晴時々曇一時雨
2021/11/19,18.7,4.8,0.0,0,0,1,0,1,6.1,0,2.0,晴時々曇,曇一時雨後晴
2021/11/20,13.6,3.5,0,1,0,1,0,1,8.1,0,1.4,晴後一時曇,晴
2021/11/21,10.7,0.9,0,1,0,1,0,1,4.3,0,1.0,曇時々晴,曇後一時雨
2021/11/22,12.3,5.2,1.0,0,0,1,0,1,0.0,0,1.0,曇後時々雨,雨時々曇
2021/11/23,10.7,5.1,8.0,0,0,1,0,1,3.1,0,3.9,雨時々曇一時晴,雨
2021/11/24,5.9,2.9,26.5,0,0,1,0,1,0.2,0,3.1,雨,雨
2021/11/25,7.5,3.3,29.0,0,0,1,0,1,0.0,0,1.6,雨,雨
2021/11/26,7.6,2.9,5.0,0,0,1,0,1,0.0,0,1.7,雨時々曇,雨、みぞれを伴う
2021/11/27,5.2,1.5,8.5,0,0,1,0,1,0.9,0,2.1,みぞれ時々曇後雨,雨時々曇一時晴後みぞれ
2021/11/28,9.6,1.0,1.0,0,0,1,0,1,4.0,0,1.6,雨後曇時々晴,晴
2021/11/29,10.7,-1.4,0,1,0,1,0,1,8.6,0,1.2,晴,晴後一時曇
2021/11/30,12.9,-0.9,0,1,0,1,0,1,8.3,0,0.9,晴時々曇,曇後時々雨
2021/12/1,12.7,2.5,13.0,0,0,1,0,1,1.3,0,2.7,雨時々曇,みぞれ時々雨
2021/12/2,6.2,-0.1,6.0,0,0,1,0,1,3.8,0,2.2,みぞれ時々曇一時晴,晴
2021/12/3,10.8,-1.5,0.5,0,0,1,0,1,8.6,0,1.9,晴後一時曇,雨時々曇一時晴
2021/12/4,6.2,0.6,7.0,0,0,1,0,1,0.3,0,1.4,雨時々曇,みぞれ一時雨後曇時々雪
2021/12/5,5.4,-0.8,0.0,0,0,1,0,1,0.1,0,1.7,曇一時雪,晴
2021/12/6,4.6,-2.6,0.5,0,0,1,0,1,3.1,0,1.1,曇時々晴後雨、みぞれを伴う,曇時々霧一時晴後一時雨
2021/12/7,5.3,2.0,9.0,0,0,1,0,1,0.0,0,0.8,雨時々曇、霧を伴う,雨
2021/12/8,7.0,4.6,12.5,0,0,1,0,1,0.0,0,0.5,雨,曇後一時晴、霧を伴う
2021/12/9,8.9,2.0,0,1,0,1,0,1,3.0,0,0.9,曇時々晴,晴後霧時々曇
2021/12/10,9.1,-0.6,0,1,0,1,0,1,5.0,0,0.9,晴時々霧後曇,曇時々晴一時みぞれ
2021/12/11,13.3,0.8,0.0,0,0,1,0,1,5.9,0,1.1,晴時々曇一時雨、みぞれを伴う,晴後時々曇、霧を伴う
2021/12/12,12.6,1.7,5.0,0,0,1,0,1,0.4,0,1.8,雨時々曇,雨後一時みぞれ一時雪
2021/12/13,7.3,0.0,3.0,0,2,0,2,0,0.0,0,2.4,雪時々みぞれ一時曇,晴時々みぞれ一時雪後曇
2021/12/14,9.5,0.9,0.0,0,0,1,0,1,6.0,0,2.0,晴時々曇,晴後時々雪、みぞれを伴う
2021/12/15,10.4,-0.5,1.0,0,0,1,0,1,2.2,0,1.9,雨時々曇一時みぞれ,晴
2021/12/16,11.6,-0.1,0.0,0,0,1,0,1,0.3,0,1.7,曇時々雨一時晴、みぞれを伴う,曇時々雨
2021/12/17,10.1,-1.1,10.0,0,0,1,0,1,0.0,0,2.1,雨時々曇,曇時々みぞれ一時雨後雪
2021/12/18,-0.8,-3.8,5.0,0,10,0,9,0,0.0,0,2.2,雪時々曇,雪時々晴後曇
2021/12/19,-0.3,-2.4,4.0,0,7,0,10,0,0.0,0,1.3,雪時々曇,雪時々曇一時晴
2021/12/20,5.5,-1.8,3.5,0,2,0,11,0,3.6,0,1.0,雪後曇時々みぞれ一時晴,みぞれ時々雨
2021/12/21,10.0,1.1,8.0,0,0,1,2,0,2.5,0,2.4,雨時々曇一時晴,雨後みぞれ時々曇
2021/12/22,5.6,-0.1,0.5,0,0,1,0,1,2.3,0,2.2,曇,曇一時雪後晴
2021/12/23,4.9,0.3,0.5,0,1,0,1,0,3.8,0,2.0,曇時々晴後みぞれ一時雪,みぞれ一時曇後時々雪
2021/12/24,2.5,0.2,1.5,0,1,0,2,0,0.0,0,0.8,曇時々みぞれ一時晴,みぞれ時々曇
2021/12/25,1.5,-4.0,5.5,0,7,0,7,0,0.0,0,1.8,雪時々みぞれ一時曇,雪
2021/12/26,-2.5,-5.0,16.0,0,21,0,25,0,2.5,0,2.3,雪時々曇一時晴,雪時々曇
2021/12/27,-2.0,-5.7,9.0,0,12,0,34,0,0.3,0,1.5,雪時々曇,雪
2021/12/28,-0.4,-4.5,5.5,0,9,0,42,0,1.2,0,1.8,雪時々曇,雪時々曇後晴
2021/12/29,4.4,-4.6,0.0,0,0,1,33,0,4.7,0,1.8,曇時々晴一時雪、みぞれを伴う,雨後みぞれ時々晴
2021/12/30,5.7,-2.2,6.5,0,1,0,24,0,2.4,0,1.8,みぞれ時々曇一時雨,雪時々曇一時みぞれ
2021/12/31,-2.0,-5.0,9.5,0,15,0,29,0,0.0,0,1.4,雪,雪
