ダウンロードした時刻：2024/11/27 12:12:25

,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋
2021/12/22,14.7,4.5,0.0,0,0,1,0,1,7.8,0,3.5,晴,快晴
2021/12/23,12.9,2.3,0,1,0,1,0,1,9.3,0,2.6,快晴,晴時々曇
2021/12/24,14.2,3.0,6.0,0,0,1,0,1,6.9,0,1.3,晴後曇,雨後一時曇
2021/12/25,11.5,2.4,1.0,0,0,1,0,1,0.7,0,3.6,曇後晴,晴
2021/12/26,5.2,-0.7,0.0,0,0,1,0,1,4.3,0,4.5,晴一時雪,曇時々雪一時晴
2021/12/27,2.7,-1.2,2.5,0,2,0,2,0,1.6,0,2.2,雪時々曇一時みぞれ,晴時々曇一時みぞれ
2021/12/28,7.9,0.8,0.0,0,0,1,0,1,8.7,0,3.5,晴,薄曇時々晴
2021/12/29,8.8,-0.1,0.0,0,0,1,0,1,1.7,0,1.7,曇,曇時々晴一時雨
2021/12/30,11.0,2.1,0.0,0,0,1,0,1,4.7,0,3.9,晴時々曇,曇時々雨一時雪
2021/12/31,5.0,-0.7,3.5,0,1,0,1,0,2.8,0,4.2,雪時々曇一時晴,晴時々曇一時雪
