ダウンロードした時刻：2024/11/27 12:12:43

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2021/12/22,13.1,6.5,0.0,0,0,1,0,1,0.4,0,2.1,曇一時雨,晴時々曇
2021/12/23,13.0,4.2,0,1,0,1,0,1,9.3,0,1.3,晴,快晴
2021/12/24,13.1,4.3,6.0,0,0,1,0,1,4.0,0,1.2,晴後曇一時雨,雨時々曇
2021/12/25,13.0,4.0,0.0,0,0,1,0,1,3.5,0,3.2,曇一時晴,曇一時雨後晴
2021/12/26,5.8,1.3,0,1,0,1,0,1,3.8,0,3.7,晴一時曇,晴
2021/12/27,6.2,0.7,0,1,0,1,0,1,6.9,0,4.1,晴,晴一時曇
2021/12/28,9.8,3.6,0.0,0,0,1,0,1,5.5,0,2.1,晴時々曇,曇一時晴
2021/12/29,12.1,2.4,0.0,0,0,1,0,1,4.4,0,1.3,晴後曇,曇時々雨後時々晴
2021/12/30,11.1,3.8,0.5,0,0,1,0,1,7.3,0,3.8,晴一時曇,快晴
2021/12/31,6.7,2.4,0.0,0,0,1,0,1,7.8,0,4.6,晴,晴後曇
